BRAND-NAME,TETRAHYDROCANNABINOL-THC,TETRAHYDROCANNABINOL-ACID-THCA,CANNABIDIOLS-CBD,CANNABIDIOL-ACID-CBDA,A-PINENE,B-MYRCENE,B-CARYOPHYLLENE,B-PINENE,LIMONENE,OCIMENE,LINALOOL-LIN,HUMULENE-HUM,CBG,CBG-A,CANNABAVARIN-CBDV,CANNABICHROMENE-CBC,CANNBINOL-CBN,TETRAHYDROCANNABIVARIN-THCV,A-BISABOLOL,A-PHELLANDRENE,A-TERPINENE,B-EUDESMOL,B-TERPINENE,FENCHONE,PULEGOL,BORNEOL,ISOPULEGOL,CARENE,CAMPHENE,CAMPHOR,CARYOPHYLLENE-OXIDE,CEDROL,EUCALYPTOL,GERANIOL,GUAIOL,GERANYL-ACETATE,ISOBORNEOL,MENTHOL,L-FENCHONE,NEROL,SABINENE,TERPINEOL,TERPINOLENE,TRANS-B-FARNESENE,VALENCENE,A-CEDRENE,A-FARNESENE,B-FARNESENE,CIS-NEROLIDOL,FENCHOL,TRANS-NEROLIDOL
Albivex Flower SC T30 I 12065,0.33,29.9,0.33,0.1,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,,,,0.33,,0.33,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,
Albivex Flower SC T30 I 14043,0.22,29.44,0.22,0.12,,,,,,,,,,,,,,,,,,0.22,,0.22,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,
Albivex Flower SC T31 I 11736,0.28,31.1,0.28,0.1,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,,,,0.28,,0.28,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,
Albivex Flower SC T31 I 7872,0.25,30.8,0.25,0.1,0,0.13,0.11,0,0.1,0.1,0,0,0,3.4,0,0,0,0,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
Albivex Flower SC T31 I 9604,0.2,30.95,0.2,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Albivex Flower T28 6902,0.38,27.45,0.38,0,0,0.16,0.1,0.1,0.15,0.18,0,0,0,2.26,0,0,0,0,,,,0.38,,0.38,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,
Albivex Flower T30 I 12064,0.33,29.9,0.33,0.1,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,,,,0.33,,0.33,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,
Albivex Flower T30 I 14042,0.22,29.44,0.22,0.12,,,,,,,,,,,,,,,,,,0.22,,0.22,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,
Albivex Flower T31 I 11735,0.28,31.1,0.28,0.1,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,,,,0.28,,0.28,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,
Albivex Flower T31 I 7863,0.25,30.8,0.25,0.1,0,0.13,0.11,0,0.1,0.1,0,0,0,3.4,0,0,0,0,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
Albivex Flower T31 I 9603,0.2,30.95,0.2,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Albivex Pre-Rolls T30 I 12542,0.33,29.9,0.33,0.1,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,,,,0.33,,0.33,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,
Albivex Pre-Rolls T30 I 14259,0.22,29.44,0.22,0.12,,,,,,,,,,,,,,,,,,0.22,,0.22,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,
Albivex Pre-Rolls T31 I 10129,0.2,30.95,0.2,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Albivex Pre-Rolls T31 I 7879,0.25,30.8,0.25,0.1,0,0.13,0.11,0,0.1,0.1,0,0,0,3.4,0,0,0,0,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
Albivex Pure Vape T352 I 12053,70.35,0,70.35,0,0,0,1.15,0,0,0,1.55,0,0,2.82,0,0,0,0,,,,70.35,,70.35,,,,,,70.35,,,,,,,,,,,,,,,,,,,,,
Albivex Pure Vape T407 I 13464,81.44,0,81.44,0,0,0,0,0,0,0,0,0,3.2,0,0,1.76,0,0,,,,81.44,,81.44,,,,,,81.44,,,,,,,,,,,,,,,,,,,,,
Albivex Shorties T30 I 12543,0.33,29.9,0.33,0.1,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,,,,0.33,,0.33,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,
Albivex Shorties T30 I 14258,0.22,29.44,0.22,0.12,,,,,,,,,,,,,,,,,,0.22,,0.22,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,
Albivex Shorties T31 I 11796,0.28,31.1,0.28,0.1,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,,,,0.28,,0.28,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,
Albivex T93 I 8318 TS,11.51,81.6,11.51,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,,,,11.51,,11.51,,,,,,11.51,,,,,,,,,,,,,,,,,,,,,
Albivex TS T89 I 13942,14.89,74.41,14.89,0.28,0,0,1.24,0,0,0,0,1.12,1.08,3.44,0,0,0,0,0,0,0,14.89,0,14.89,0,0,0,0,0,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Albroven Flower T23 4771,0.3,22.9,0.3,0,,0.99,0.29,,0.33,,0.13,0.1,,0.49,,,,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Albroven T243 5405 DC Pure Vape,28.38,20.14,28.38,0,0,2.5,10.71,0,5.01,0,0.82,3.03,0,0.84,0,0,0,0,0,0,0,28.38,0,28.38,0,0,0,0,0,28.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0
Albroven T87 4801 CS,19.6,67.79,19.6,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,,,,19.6,,19.6,,,,,,19.6,,,,,,,,,,,,,,,,,,,,,
Alexandrite T25 FL 11810,0.42,24.08,0.42,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Alexandrite T25 FL 11811,0.42,24.08,0.42,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Alexandrite T25 GR 11812,0.42,24.08,0.42,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Alexandrite T26 FL 11194,0.12,25.73,0.12,0.02,,,,,,,,,,,,,,,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
Alexandrite T26 GR 11195,0.12,25.73,0.12,0.02,,,,,,,,,,,,,,,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
Alexandrite T27 FL 12651,0.27,26.8,0.27,0,,,,,,,,,,,,,,,,,,0.27,,0.27,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,
Alexandrite T27 FL 12652,0.27,26.8,0.27,0,,,,,,,,,,,,,,,,,,0.27,,0.27,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,
Alexandrite T27 FL 12653,0.27,26.8,0.27,0,,,,,,,,,,,,,,,,,,0.27,,0.27,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,
Alexandrite T27 FL 13738,0.12,26.45,0.12,0.12,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
Alexandrite T27 FL 13739,0.12,26.45,0.12,0.12,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
Alexandrite T27 FL 13740,0.12,26.45,0.12,0.12,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
Alexandrite T27 GR 13741,0.12,26.45,0.12,0.12,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
Alexandrite T27 PR 13742,0.12,26.45,0.12,0.12,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
Alexandrite T28 FL 11627,0.12,27.99,0.12,0.02,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
Alexandrite T28 FL 11628,0.12,27.99,0.12,0.02,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
Alexandrite T28 FL 13869,0.15,27.86,0.15,0.11,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Alexandrite T28 FL 13870,0.15,27.86,0.15,0.11,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Alexandrite T28 FL 13871,0.15,27.86,0.15,0.11,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Alexandrite T28 GR 11629,0.12,27.99,0.12,0.02,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
Alexandrite T28 GR 13872,0.15,27.86,0.15,0.11,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Alexandrite T28 PR 11630,0.12,27.99,0.12,0.02,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
Alexandrite T28 PR 13873,0.15,27.86,0.15,0.11,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Alexandrite T29 FL 13054,0.2,28.46,0.2,0.12,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Alexandrite T29 FL 13055,0.2,28.46,0.2,0.12,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Alexandrite T29 FL 14128,0.21,28.91,0.21,0.03,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,,,,0.21,,0.21,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
Alexandrite T29 FL 14129,0.21,28.91,0.21,0.03,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,,,,0.21,,0.21,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
Alexandrite T29 FL 14130,0.21,28.91,0.21,0.03,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,,,,0.21,,0.21,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
Alexandrite T29 GR 13056,0.2,28.46,0.2,0.12,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Alexandrite T29 GR 14131,0.21,28.91,0.21,0.03,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,,,,0.21,,0.21,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
Alexandrite T29 PR 13057,0.2,28.46,0.2,0.12,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Alexandrite T29 PR 14132,0.21,28.91,0.21,0.03,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,,,,0.21,,0.21,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
Alexandrite T30 FL 12686,0.29,29.7,0.29,0,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Alexandrite T30 GR 12687,0.29,29.7,0.29,0,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Alexandrite T30 PR 12688,0.29,29.7,0.29,0,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Alexandrite T31 FL 12316,0.3,30.2,0.3,0.1,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Alexandrite T31 GR 12318,0.3,30.2,0.3,0.1,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Alexandrite T32 FL 12382,0.3,31.3,0.3,0,,,,,,,,,,,,,,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Alexandrite T34 FL 11897,0.4,33.6,0.4,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Alexandrite T34 GR 12822,0.4,33.6,0.4,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Alexandrite T34 PR 11898,0.4,33.6,0.4,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Alexandrite T87 LR 10971,87.07,0,87.07,0,0,0,0,1.01,2.81,0,0,0,1.36,0,0,0,0,0,0,0,0,87.07,0,87.07,0,0,0,0,0,87.07,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0
Alexandrite T88 TD 13103,87.9,0,87.9,0,0,0,1.25,0,0,0,0,1.07,2.74,0,0,1.71,0,0,,,,87.9,,87.9,,,,,,87.9,,,,,,,,,,,,,,,,,,,,,
Alexandrite T90 TD 12700,89.84,0.24,89.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.84,0,89.84,0,0,0,0,0,89.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05
Akenocet T27 1503 HPre-roll,2.4,24.3,2.4,0.1,0.3,0.7,0.3,0.1,0.1,0.1,0.2,0.1,0.1,0.3,,0.1,0.1,,,,,2.4,,2.4,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,
Akenocet T69 2014,38.1,30.5,38.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,1,1.5,,0.1,0.9,0.3,,,,38.1,,38.1,,,,,,38.1,,,,,,,,,,,,,,,,,,,,,
Akenocet T76 2066,40.5,35.6,40.5,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7,1.7,,0.1,0.8,0.1,,,,40.5,,40.5,,,,,,40.5,,,,,,,,,,,,,,,,,,,,,
AlmondBitesCG,0.19,0.03,0.19,0.01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Aloe Lotion C272 9067,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Aloe Lotion C288 10163,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Aloe Lotion C288 11800,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
AlmondBitesCG2,0.083,0.01,0.083,0.01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,,,,0.083,,0.083,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,
AlmondBitesFT2,0.17,0.069,0.17,0.01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,,,,0.17,,0.17,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,
Amethyst T19 I 2357,0.7,17.8,0.7,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,,,,0.7,,0.7,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,
Amethyst T20 I 3442,0.28,19.22,0.28,---,,0.1,0.98,,,,,0.1,,0.25,,,,,,,,0.28,,0.28,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,
Ananaden Flower SC T26 I 12758,0.19,26.25,0.19,0.1,,,,,,,,,,,,,,,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Ananaden Flower SC T26 I 12802,0.19,26.25,0.19,0.1,,,,,,,,,,,,,,,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Ananaden Flower T26 I 12757,0.19,26.25,0.19,0.1,,,,,,,,,,,,,,,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
AlmondBitesFT3,0.081,0.038,0.081,0.01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,,,,0.081,,0.081,,,,,,0.081,,,,,,,,,,,,,,,,,,,,,
Ananaden Pure Vape T401 I 13944,77.71,2.57,77.71,0,0,0,1.07,0,0,0,0,0,1.64,0,0,1.6,0,0,0,0,0,77.71,0,77.71,0,0,0,0,0,77.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11
Ananaden Shorties T26 I 13127,0.19,26.25,0.19,0.1,,,,,,,,,,,,,,,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Androven CH T40 H 8375,39.6,0.11,39.6,0.1,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,,,,39.6,,39.6,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,
AlotivaPure T200C1 7015,82.3,0.13,82.3,0.1,0.18,0.4,1.18,0.12,0.19,0.1,0.1,0.66,1.99,0.1,0.1,2.29,2.46,0.72,,,,82.3,,82.3,,,,,,82.3,,,,,,,,,,,,,,,,,,,,,
AlotivaPure T350C1 7014,82.3,0.13,82.3,0.1,0.18,0.4,1.18,0.12,0.19,0.1,0.1,0.66,1.99,0.1,0.1,2.29,2.46,0.72,,,,82.3,,82.3,,,,,,82.3,,,,,,,,,,,,,,,,,,,,,
Aniva T10 4471,2.17,0.1,2.17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,2.17,,2.17,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,
Aniva T10 5544,2.22,0.1,2.22,0.1,,,,,,,,,,,,,,,,,,2.22,,2.22,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,
Aniva T10 8866,1.71,0.1,1.71,0.1,,,,,,,,,,,,,,,,,,1.71,,1.71,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,
Aniva T10 9352,1.84,0.1,1.84,0.1,,,,,,,,,,,,,,,,,,1.84,,1.84,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,
Aniva T100 5603,17.7,0.18,17.7,0.1,,,,,,,,,,,,,,,,,,17.7,,17.7,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,
Aniva T100 7040,18,0.1,18,0.1,,,,,,,,,,,,,,,,,,18,,18,,,,,,18,,,,,,,,,,,,,,,,,,,,,
Aniva T100C1 6629,18.5,0.1,18.5,0.1,,,,,,,,,,,,,,,,,,18.5,,18.5,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,
Aniva T2.5 4469,2.17,0.1,2.17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,2.17,,2.17,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,
Aniva T2.5 8864,1.71,0.1,1.71,0.1,,,,,,,,,,,,,,,,,,1.71,,1.71,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,
Aniva T24 12950,0.26,23.7,0.26,0.1,,,,,,,,,,,,,,,,,,0.26,,0.26,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,
Aniva T24 PR Minis 12951,0.26,23.7,0.26,0.1,,,,,,,,,,,,,,,,,,0.26,,0.26,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,
Aniva T26 10031,0.41,25.8,0.41,0.1,,,,,,,,,,,,,,,,,,0.41,,0.41,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,
Aniva T26 PR 10032,0.41,25.8,0.41,0.1,,,,,,,,,,,,,,,,,,0.41,,0.41,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,
Aniva T27 11973,0.39,26.3,0.39,0.1,,,,,,,,,,,,,,,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Aniva T27 13537,0.3,26.8,0.3,0.1,,,,,,,,,,,,,,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Aniva T27 13621,0.3,26.8,0.3,0.1,,,,,,,,,,,,,,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Aniva T27 14859,0.38,26.7,0.38,0.1,,,,,,,,,,,,,,,,,,0.38,,0.38,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,
Aniva T27 3028,0.2,27.2,0.2,0.1,0.12,0.1,0.2,0.13,0.48,0.1,0.1,0.1,0.2,0.9,0.1,0.1,0.1,0.1,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Aniva T27 3029,0.2,27.2,0.2,0.1,0.12,0.1,0.2,0.13,0.48,0.1,0.1,0.1,0.2,0.9,0.1,0.1,0.1,0.1,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Aniva T27 3901,0.424,26.957,0.424,0.074,0.1,0.1,0.29,0.11,0.34,0.1,0.1,0.13,0.15,0.73,0.1,0.1,0.1,0.1,,,,0.424,,0.424,,,,,,0.424,,,,,,,,,,,,,,,,,,,,,
Aniva T27 3902,0.424,26.957,0.424,0.074,0.1,0.1,0.29,0.11,0.34,0.1,0.1,0.13,0.15,0.73,0.1,0.1,0.1,0.1,,,,0.424,,0.424,,,,,,0.424,,,,,,,,,,,,,,,,,,,,,
Aniva T27 PR Minis 11974,0.39,26.3,0.39,0.1,,,,,,,,,,,,,,,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Aniva T27 PR Minis 13538,0.3,26.8,0.3,0.1,,,,,,,,,,,,,,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Aniva T28 11590,0.34,28.1,0.34,0.1,,,,,,,,,,,,,,,,,,0.34,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,
Aniva T28 3654,0.3,27.9,0.3,0.1,0.12,0.18,0.31,0.16,0.72,0.1,0.1,0.12,0.1,1.1,0.1,0.1,0.1,0.1,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Aniva T28 3655,0.3,27.9,0.3,0.1,0.12,0.18,0.31,0.16,0.72,0.1,0.1,0.12,0.1,1.1,0.1,0.1,0.1,0.1,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Aniva T28 Chillum 11958,0.34,28.1,0.34,0.1,,,,,,,,,,,,,,,,,,0.34,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,
Aniva T28 PR 11591,0.34,28.1,0.34,0.1,,,,,,,,,,,,,,,,,,0.34,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,
Aniva T28 PR Minis 11592,0.34,28.1,0.34,0.1,,,,,,,,,,,,,,,,,,0.34,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,
Aniva T29 10641,0.69,28.1,0.69,0.1,,,,,,,,,,,,,,,,,,0.69,,0.69,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,
Aniva T29 13678,0.24,28.4,0.24,0.1,,,,,,,,,,,,,,,,,,0.24,,0.24,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,
Aniva T29 14853,0.39,28.7,0.39,0.1,,,,,,,,,,,,,,,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Aniva T29 3959,0.3,28.2,0.3,0.1,0.1,0.1,0.2,0.1,0.4,0.1,0.1,0.1,0.2,1.2,0.1,0.1,0.1,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Aniva T29 3960,0.3,28.2,0.3,0.1,0.1,0.1,0.2,0.1,0.4,0.1,0.1,0.1,0.2,1.2,0.1,0.1,0.1,0.1,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Aniva T29 4491,0.36,28.7,0.36,0.1,0.1,0.1,0.16,0.11,0.39,0.1,0.1,0.1,0.2,0.97,0.1,0.1,0.1,0.1,,,,0.36,,0.36,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,
Aniva T29 4492,0.36,28.7,0.36,0.1,0.1,0.1,0.16,0.11,0.39,0.1,0.1,0.1,0.2,0.97,0.1,0.1,0.1,0.1,,,,0.36,,0.36,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,
Aniva T29 4494,0.36,28.7,0.36,0.1,0.1,0.1,0.16,0.11,0.39,0.1,0.1,0.1,0.2,0.97,0.1,0.1,0.1,0.1,,,,0.36,,0.36,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,
Aniva T29 6616,0.55,28.1,0.55,0.1,,,,,,,,,,,,,,,,,,0.55,,0.55,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,
Aniva T29 6650,0.53,28.7,0.53,0.1,,,,,,,,,,,,,,,,,,0.53,,0.53,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,
Aniva T29 8408,0.27,28.9,0.27,0.1,,,,,,,,,,,,,,,,,,0.27,,0.27,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,
Aniva T29 PR 10642,0.69,28.1,0.69,0.1,,,,,,,,,,,,,,,,,,0.69,,0.69,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,
Aniva T29 PR 6617,0.55,28.1,0.55,0.1,,,,,,,,,,,,,,,,,,0.55,,0.55,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,
Aniva T29 PR 6651,0.53,28.7,0.53,0.1,,,,,,,,,,,,,,,,,,0.53,,0.53,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,
Aniva T29 PR 8409,0.27,28.9,0.27,0.1,,,,,,,,,,,,,,,,,,0.27,,0.27,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,
Aniva T29 PR Minis 13679,0.24,28.4,0.24,0.1,,,,,,,,,,,,,,,,,,0.24,,0.24,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,
Aniva T29 PR Minis 14854,0.39,28.7,0.39,0.1,,,,,,,,,,,,,,,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Aniva T30 14833,0.22,30.1,0.22,0.1,,,,,,,,,,,,,,,,,,0.22,,0.22,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,
