BRAND-NAME,TETRAHYDROCANNABINOL-THC,TETRAHYDROCANNABINOL-ACID-THCA,CANNABIDIOLS-CBD,CANNABIDIOL-ACID-CBDA,A-PINENE,B-MYRCENE,B-CARYOPHYLLENE,B-PINENE,LIMONENE,OCIMENE,LINALOOL-LIN,HUMULENE-HUM,CBG,CBG-A,CANNABAVARIN-CBDV,CANNABICHROMENE-CBC,CANNBINOL-CBN,TETRAHYDROCANNABIVARIN-THCV,A-BISABOLOL,A-PHELLANDRENE,A-TERPINENE,B-EUDESMOL,B-TERPINENE,FENCHONE,PULEGOL,BORNEOL,ISOPULEGOL,CARENE,CAMPHENE,CAMPHOR,CARYOPHYLLENE-OXIDE,CEDROL,EUCALYPTOL,GERANIOL,GUAIOL,GERANYL-ACETATE,ISOBORNEOL,MENTHOL,L-FENCHONE,NEROL,SABINENE,TERPINEOL,TERPINOLENE,TRANS-B-FARNESENE,VALENCENE,A-CEDRENE,A-FARNESENE,B-FARNESENE,CIS-NEROLIDOL,FENCHOL,TRANS-NEROLIDOL
Zainavir T100 2525,23,1.8,23,0.4,0.1,0.1,1.1,0.1,0.1,0.1,0.3,0.4,0.6,0.4,,0.3,0.3,0.2,,,,23,,23,,,,,,23,,,,,,,,,,,,,,,,,,,,,
Zainavir T21 7511,0.42,20.5,0.42,0.1,,,,,,,,,,,,,,,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Zainavir T22 1537,0.4,21.2,0.4,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,2,,0.1,0.1,0.1,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Zainavir T22 1538,0.4,21.2,0.4,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,2,,0.1,0.1,0.1,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Zainavir T22 6633,0.54,21,0.54,0.1,,,,,,,,,,,,,,,,,,0.54,,0.54,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,
Zainavir T22 6652,0.54,21,0.54,0.1,,,,,,,,,,,,,,,,,,0.54,,0.54,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,
Zainavir T22 PR 6634,0.54,21,0.54,0.1,,,,,,,,,,,,,,,,,,0.54,,0.54,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,
Zainavir T23 2561,0.4,22.6,0.4,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6,,0.1,0.1,0.1,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Zainavir T23 2562,0.4,22.6,0.4,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6,,0.1,0.1,0.1,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Zainavir T23 7031,0.65,22.7,0.65,0.1,,,,,,,,,,,,,,,,,,0.65,,0.65,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,
Zainavir T25 1506,0.3,25.2,0.3,0.1,0.1,4.4,0.1,0.1,0.1,0.1,0.2,0.1,0.2,1.9,,0.1,0.1,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Zainavir T25 1507,0.3,25.2,0.3,0.1,0.1,4.4,0.1,0.1,0.1,0.1,0.2,0.1,0.2,1.9,,0.1,0.1,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Zainavir T25 3201,0.3,24.4,0.3,0.1,0.1,0.62,0.1,0.1,0.1,0.15,0.1,0.1,0.1,1.4,0.1,0.1,0.1,0.1,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Zainavir T25 4448,0.7,24,0.7,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3,0.1,0.1,0.1,0.1,,,,0.7,,0.7,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,
Zainavir T25 4449,0.7,24,0.7,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3,0.1,0.1,0.1,0.1,,,,0.7,,0.7,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,
Zainavir T25 4964,0.28,24.6,0.28,0.1,0.1,0.24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.07,0.1,0.1,0.1,0.1,,,,0.28,,0.28,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,
Zainavir T25 4965,0.28,24.6,0.28,0.1,0.1,0.24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.07,0.1,0.1,0.1,0.1,,,,0.28,,0.28,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,
Zainavir T25 7592,1.14,23.8,1.14,0.1,,,,,,,,,,,,,,,,,,1.14,,1.14,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,
Zainavir T26 3629,0.4,25.5,0.4,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.2,0.1,0.1,0.1,0.1,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Zainavir T26 3630,0.4,25.5,0.4,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.2,0.1,0.1,0.1,0.1,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Zainavir T26 3920,0.6,25.2,0.6,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.1,0.1,,,,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,
Zainavir T26 3921,0.6,25.2,0.6,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.1,,,,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,
Zainavir T26 3966,0.4,25.2,0.4,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3,0.1,0.1,0.1,0.1,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Zainavir T26 3967,0.4,25.2,0.4,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3,0.1,0.1,0.1,0.1,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Zainavir T27 5531,0.63,26.4,0.63,0.1,0.1,1.17,0.1,0.1,0.1,0.2,0.1,0.1,0.1,1.23,0.1,0.1,0.1,0.1,,,,0.63,,0.63,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,
Corleovex Pure Vape T421 H 14282,80.5,3.72,80.5,0,0,0,1.61,0,0,0,0,0,0,1.14,0,0,0,0,,,,80.5,,80.5,,,,,,80.5,,,,,,,,,,,,,,,,,,,,,
Geniven Flower SC T32 H 14292,0.34,32,0.34,0.04,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,,,,0.34,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,
Geniven Flower T32 H 14291,0.34,32,0.34,0.04,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,,,,0.34,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,
HH Red C145 T7 Syringe 14642,0.76,0,0.76,0,,,,,,,,,,,,,,,,,,0.76,,0.76,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,
Ivory T35 FL 14631,0.19,34.78,0.19,0.05,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Ivory T35 FL 14632,0.19,34.78,0.19,0.05,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Ivory T35 FL 14633,0.19,34.78,0.19,0.05,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Ivory T35 FL 14634,0.19,34.78,0.19,0.05,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Ivory T35 GR 14635,0.19,34.78,0.19,0.05,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Ivory T35 PR 14636,0.19,34.78,0.19,0.05,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Lexikan Flower SC T30 S 14296,0.27,29.98,0.27,0.05,,,,,,,,,,,,,,,,,,0.27,,0.27,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,
Lexikan Flower T30 S 14295,0.27,29.98,0.27,0.05,,,,,,,,,,,,,,,,,,0.27,,0.27,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,
Millenidex Flower SC T33 H 14290,0.39,33.09,0.39,0.07,,,,,,,,,,,,,,,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Millenidex Flower T33 H 14289,0.39,33.09,0.39,0.07,,,,,,,,,,,,,,,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Zainavir T27 5532,0.63,26.4,0.63,0.1,0.1,1.17,0.1,0.1,0.1,0.2,0.1,0.1,0.1,1.23,0.1,0.1,0.1,0.1,,,,0.63,,0.63,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,
Purple T26 FL 14637,0.42,25.34,0.42,0.03,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Purple T26 FL 14638,0.42,25.34,0.42,0.03,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Purple T26 FL 14639,0.42,25.34,0.42,0.03,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Purple T26 GR 14640,0.42,25.34,0.42,0.03,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Purple T26 PR 14641,0.42,25.34,0.42,0.03,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Rariden Flower SC T31 I 14294,0.21,31.22,0.21,0.06,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,,,,0.21,,0.21,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
Rariden Flower T31 I 14293,0.21,31.22,0.21,0.06,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,,,,0.21,,0.21,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
Sepia T28 FL 14625,0.26,27.97,0.26,0.05,,,,,,,,,,,,,,,,,,0.26,,0.26,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,
Sepia T28 FL 14626,0.26,27.97,0.26,0.05,,,,,,,,,,,,,,,,,,0.26,,0.26,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,
Sepia T28 FL 14627,0.26,27.97,0.26,0.05,,,,,,,,,,,,,,,,,,0.26,,0.26,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,
Sepia T28 FL 14628,0.26,27.97,0.26,0.05,,,,,,,,,,,,,,,,,,0.26,,0.26,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,
Sepia T28 GR 14629,0.26,27.97,0.26,0.05,,,,,,,,,,,,,,,,,,0.26,,0.26,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,
Sepia T28 PR 14630,0.26,27.97,0.26,0.05,,,,,,,,,,,,,,,,,,0.26,,0.26,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,
Zainavir T28 5558,0.51,27.8,0.51,0.1,0.1,0.9,0.1,0.1,0.1,0.15,0.1,0.1,0.13,1.42,0.1,0.1,0.1,0.1,,,,0.51,,0.51,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,
Zainavir T28 PR 5559,0.51,27.8,0.51,0.1,0.1,0.9,0.1,0.1,0.1,0.15,0.1,0.1,0.13,1.42,0.1,0.1,0.1,0.1,,,,0.51,,0.51,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,
Zainavir T30 2523,23,1.8,23,0.4,0.1,0.1,1.1,0.1,0.1,0.1,0.3,0.4,0.6,0.4,,0.3,0.3,0.2,,,,23,,23,,,,,,23,,,,,,,,,,,,,,,,,,,,,
Tucana T22 GR 14623,0.1,21.4,0.1,0.02,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Tucana T22 PR 14624,0.1,21.4,0.1,0.02,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Yellow T22 GR 14621,0.25,21.34,0.25,0.05,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
Yellow T22 PR 14622,0.25,21.34,0.25,0.05,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
Zainavir T50 2524,23,1.8,23,0.4,0.1,0.1,1.1,0.1,0.1,0.1,0.3,0.4,0.6,0.4,,0.3,0.3,0.2,,,,23,,23,,,,,,23,,,,,,,,,,,,,,,,,,,,,
Zainavir T74 4440,4,69.6,4,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.5,5.3,0.1,0.1,0.1,0.1,,,,4,,4,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Zainavir T82 3018,18.8,62.8,18.8,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,2.6,0.1,0.2,0.1,0.2,,,,18.8,,18.8,,,,,,18.8,,,,,,,,,,,,,,,,,,,,,
Bayavec RO T87 H 14301,0.37,86.92,0.37,0.15,0,0,1.35,0,1.1,0,0,0,0,2.64,0,0,0,0,0,0,0,0.37,0,0.37,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16
Cobbladex 1G RO Pure Vape T842 I 14302,84.16,0,84.16,0,0,0,1.2,0,1,0,0,0,1.64,0,0,0,1.21,0,0,0,0,84.16,0,84.16,0,0,0,0,0,84.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93
Panaden Flower SC T31 S 14314,0.27,30.73,0.27,0.06,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,,,,0.27,,0.27,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,
Zainavir T86 4450,3.4,82.2,3.4,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.4,5.9,0.1,0.1,0.1,0.1,,,,3.4,,3.4,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,
Gretolex Pure Vape T408 S 14300,79.62,1.96,79.62,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,79.62,0,79.62,0,0,0,0,0,79.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12
Hybridol D T248 Rythm Disposable 14464,82.01,0.56,82.01,0,0.04,0.45,1.73,0.11,0.62,0,0.53,0.47,0.08,0.5,0,0,0,0,0.08,0,0,82.01,0,82.01,0,0,0,0,0.01,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,1.94
Hybridol D T248 Rythm Vape 14463,82.01,0.56,82.01,0,0.04,0.45,1.73,0.11,0.62,0,0.53,0.47,0.08,0.5,0,0,0,0,0.08,0,0,82.01,0,82.01,0,0,0,0,0.01,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,1.94
Hybridol D T413 PAX Era 14458,82.01,0.56,82.01,0,0.04,0.45,1.73,0.11,0.62,0,0.53,0.47,0.08,0,0,0,0,0,0.08,0,0,82.01,0,82.01,0,0,0,0,0.01,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,1.94
Hybridol D T413 Rythm Vape 14456,82.01,0.56,82.01,0,0.04,0.45,1.73,0.11,0.62,0,0.53,0.47,0.08,0.5,0,0,0,0,0.08,0,0,82.01,0,82.01,0,0,0,0,0.01,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,1.94
Hybridol D T826 Rythm Vape 14457,82.01,0.56,82.01,0,0.04,0.45,1.73,0.11,0.62,0,0.53,0.47,0.08,0.5,0,0,0,0,0.08,0,0,82.01,0,82.01,0,0,0,0,0.01,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.94
Hybridol D T859 Syringe 14459,82.01,0.56,82.01,0,0.04,0.45,1.73,0.11,0.62,0,0.53,0.47,0.08,0.5,0,0,0,0,0.08,0,0,82.01,0,82.01,0,0,0,0,0.01,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,1.94
Indicol E T33 14451,3.24,29.33,3.24,0.02,,,,,,,,,,,,,,,,,,3.24,,3.24,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,
Indicol E T33 Second Cut 14452,3.24,29.33,3.24,0.02,,,,,,,,,,,,,,,,,,3.24,,3.24,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,
Indicol E T33 Select Grind 14453,3.24,29.33,3.24,0.02,,,,,,,,,,,,,,,,,,3.24,,3.24,,,,,,3.24,,,,,,,,,,,,,,,,,,,,,
Indicol FG T39 14449,1.52,37.05,1.52,0.05,0.05,0.65,0.49,0.07,0.42,0,0.41,0.14,0.03,2.12,0,0,0,0,0,0,0,1.52,0,1.52,0,0,0,0,0.01,1.52,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.91
Indicol FG T39 Second Cut 14450,1.52,37.05,1.52,0.05,0.05,0.65,0.49,0.07,0.42,0,0.41,0.14,0.03,2.12,0,0,0,0,0,0,0,1.52,0,1.52,0,0,0,0,0.01,1.52,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.91
Indicore Caramel Macchiato Blondie 14447,0.29,0,0.29,0,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Indicore Gingerbread Cream Pie 14445,0.06,0,0.06,0,,,,,,,,,,,,,,,,,,0.06,,0.06,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,
Indicore Honey 14448,0.12,0,0.12,0,,,,,,,,,,,,,,,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
Indicore Malted Chocolate Cookie 14444,0.38,0,0.38,0,,,,,,,,,,,,,,,,,,0.38,,0.38,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,
Indicore Toasted Almond Shortbread Multi Pack 14446,0.15,0,0.15,0,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Lexikan Bold T435 S 14299,82.66,4.35,82.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,,,,82.66,,82.66,,,,,,82.66,,,,,,,,,,,,,,,,,,,,,
Lexikan Pure Vape T435 S 14298,82.66,4.35,82.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,,,,82.66,,82.66,,,,,,82.66,,,,,,,,,,,,,,,,,,,,,
Mollevec Flower 2G T28 H 14304,0.15,27.66,0.15,0.04,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Neravec Pre-Rolls T34 I 14306,0.22,33.44,0.22,0.03,0,0,0,0,0,0,0,0,0,2.42,0,0,0,0,,,,0.22,,0.22,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,
Neravec Shorties T34 I 14305,0.22,33.44,0.22,0.03,0,0,0,0,0,0,0,0,0,2.42,0,0,0,0,,,,0.22,,0.22,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,
Pallivan BA T91 H 14303,3.48,87.16,3.48,0.07,0,0,1.11,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,3.48,0,3.48,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83
Panaden Flower T31 S 14313,0.27,30.73,0.27,0.06,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,,,,0.27,,0.27,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,
Postreden Pre-Rolls T35 I 14308,0.6,34.6,0.6,1.05,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,,,,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,
Postreden Shorties T35 I 14307,0.6,34.6,0.6,0.04,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,,,,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,
Zainavir-2,0.77,24.389,0.77,0.085,0.15,0.97,0.12,0.1,0.1,0.17,0.11,0.1,0.14,2.87,,0.1,0.1,,,,,0.77,,0.77,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,
Rickavex Pre-Rolls T31 H 14312,0.44,30.62,0.44,0.06,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0.44,0,0.44,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15
Rickavex Shorties T31 H 14311,0.44,30.62,0.44,0.06,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0.44,0,0.44,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15
Sativarin Y T245 Rythm Disposable 14462,81.44,0.33,81.44,0.02,0.05,1.51,1.18,0.11,0.53,0,0.26,0.29,0.15,0.58,0,0,0,0,0.05,0,0,81.44,0,81.44,0,0,0,0,0.01,81.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.8
Sativarin Y T245 Rythm Vape 14460,81.44,0.33,81.44,0.02,0.05,1.51,1.18,0.11,0.53,0,0.26,0.29,0.15,0.58,0,0,0,0,0.05,0,0,81.44,0,81.44,0,0,0,0,0.01,81.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.88
Sativarin Y T409 PAX Era 14455,81.44,0.33,81.44,0.02,0.05,1.51,1.18,0.11,0.53,0,0.26,0.29,0.15,0.58,0,0,0,0,0,0,0,81.44,0,81.44,0,0,0,0,0.01,81.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.88
Sativarin Y T409 Rythm Vape 14461,81.44,0.33,81.44,0,0.05,1.51,1.18,0.11,0.53,0,0.26,0.29,0.15,0,0,0,0,0,0.05,0,0,81.44,0,81.44,0,0,0,0,0.01,81.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.88
Sativarin Y T818 Rythm Vape 14454,81.44,0.33,81.44,0.02,0.05,1.51,1.18,0.11,0.53,0,0.26,0.29,0.15,0.58,0,0,0,0,0,0,0,81.44,0,81.44,0,0,0,0,0.01,81.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.88
Tarrganex Pure Vape T431 S 14297,84.04,2.14,84.04,0.15,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,,,,84.04,,84.04,,,,,,84.04,,,,,,,,,,,,,,,,,,,,,
Tetraden Pre-Rolls T37 S 14310,0.51,36.27,0.51,0.04,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,,,,0.51,,0.51,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,
Tetraden Shorties T37 S 14309,0.51,36.27,0.51,0.04,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,,,,0.51,,0.51,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,
ZainavirPure T200C1 7529,76,0.16,76,0.1,0.1,1.12,0.7,0.1,1.18,0.1,0.18,0.14,2.97,0.22,0.1,1.6,2.36,0.56,,,,76,,76,,,,,,76,,,,,,,,,,,,,,,,,,,,,
ZainavirPure T200C1 8055,46.3,19.1,46.3,0.28,0.11,1.63,0.33,0.1,0.67,0.29,0.2,0.12,2.16,1.9,0.1,1.04,0.71,0.33,,,,46.3,,46.3,,,,,,46.3,,,,,,,,,,,,,,,,,,,,,
Asiavec Pure Vape T434 I 14315,86.56,0.29,86.56,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,86.56,0,86.56,0,0,0,0,0,86.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
Avior T90 LR 14647,89.57,0.7,89.57,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,,,,89.57,,89.57,,,,,,89.57,,,,,,,,,,,,,,,,,,,,,
Bellatrix T32 PM 14674,0.21,31.29,0.21,0.12,,,,,,,,,,,,,,,,,,0.21,,0.21,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
Bellatrix T89 PD 14645,88.01,0.78,88.01,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,,,,88.01,,88.01,,,,,,88.01,,,,,,,,,,,,,,,,,,,,,
Bellatrix T89 TD 14672,88.01,0.78,88.01,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,,,,88.01,,88.01,,,,,,88.01,,,,,,,,,,,,,,,,,,,,,
Betria T25 FL 14650,0.15,24.89,0.15,0.02,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Betria T25 FL 14651,0.15,24.89,0.15,0.02,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Betria T25 GR 14652,0.15,24.89,0.15,0.02,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Betria T25 PR 14653,0.15,24.89,0.15,0.02,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Blancavec Flower SC T31 H 14320,0.23,30.7,0.23,0.05,,,,,,,,,,,,,,,,,,0.23,,0.23,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,
Blancavec Flower T31 H 14319,0.23,30.7,0.23,0.05,,,,,,,,,,,,,,,,,,0.23,,0.23,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,
Citron T31 PM 14675,0.26,30.3,0.26,0,,,,,,,,,,,,,,,,,,0.26,,0.26,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,
Cookies & Cream Bites 14664,0.2,0,0.2,0,,,,,,,,,,,,,,,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Godina T89 PD 14649,88.78,0.64,88.78,0,,,,,,,,,,,,,,,,,,88.78,,88.78,,,,,,88.78,,,,,,,,,,,,,,,,,,,,,
Godina T89 PD 14673,88.78,0.64,88.78,0,,,,,,,,,,,,,,,,,,88.78,,88.78,,,,,,88.78,,,,,,,,,,,,,,,,,,,,,
Ivory T36 PM 14676,0.25,35.3,0.25,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
